,Model,Overall_rating,Date,Review,Style,Comfort,Fuel_Economy,Performance,Value_for_Money
977, Suzuki Mehran VXR,3," Nov 17, 2011","
Best car in its price range, only problem which can't be solved, it's front suspension problem.interior is better than Mehran, coure, even cultus.seats are comfortable, back seats are best, not like santro seats. performance on CNG is best.  AC is best.
",3,4,3,4,3
978, Suzuki Liana,3," Nov 10, 2011","
I purchased liana 2007 model 5 days back, i am surprised to know the parts and maintenance of this machine is even expensive than Honda or Toyota. A door costs 36 thousand  as per naseer autos rates, the front grill is attached to the A.c compressor, you have to change both anyways if one of them damages, keeps on missing on CNG. Poor Electronics, suspension and expensive body parts as well. The resale value is nil/nil and it has a slow moving market. Now m stuck investing money on this car.
",4,4,3,3,4
979, Suzuki Mehran VXR (CNG),0," Nov 10, 2011","
Technically speaking it, undoubtedly, is a car. It used to be a good choice until the price went so over the top. It needs a set of certain abilities and confidence to call this rattling box; a car. It still comes with the most modern suspension that is usually used for donkey carts.If you are a complete moron and are unaware that a used car market also exists in this world, this car is made for you.I want to give it a 5 for the 'value for money', but in negative.
",0,0,0,0,0
980, Suzuki Cultus VXRi (CNG),1," Nov 10, 2011","
It's not worthy of getting even 'one star'. Terrible acceleration, awful handling and pathetic suspension. Getting driving pleasure is totally out of question. Goes like an old man trying to climb up a hill. Nothing about this car is great except its price, which is around a million rupees!!! Sounds big but doesn't have luxuries and space of a big saloon, also lacks benefits and ease of driving around the town like a small hatch. So, as a verdict, it has 'worst' of both worlds.
",0,0,0,0,0
981, Suzuki Alto,4," Nov 03, 2011","
A very comfortable 650 CC car . with good interior and cool outer shape. Not a family car but it is okay for 4 people. Fuel economy is okay but not recommended on CNG. For a small family it is not bad car as it is imported.At the moment market if selling this car in 650,000. BUt i think it is over priced for a grade 4 car. 
",4,5,3,3,3
982, Suzuki Swift DLX 1.3,3," Nov 01, 2011","
sweet ride with outstanding pick up and drive.it has got the looks and drives like charm.but this car is fuel nightmare,awful mileage for a car its size.1300cc engine of corolla 2010 model is much more fuel efficient.you cant drive this on CNG with 4-5 people in car because its body will hit speed breakers with the excess load.only if suzuki can do something about its fuel economy i'd recommend this car.
",4,3,4,3,2
983, Suzuki Liana RXi,5," Oct 28, 2011","
I have buied Liana 2011 , although prices in pakistan for cars are increasing but in this price i think its best option as it is fully loaded, u dont need to install and add any thing .... cng capacity is 60KG which is quite huge and great .....I am fully satisfied with that (Y) Suzuki have only two good cars in Pakistan, liana & Swift
",4,4,5,4,5
984, Suzuki Mehran VXR (CNG),0," Oct 23, 2011","
The worst car that is being produced around the world. The car is not worth more then 300,000 and is being sold for 600,000. An imported used car worth 600,000 is far more better then this crap. If its running on CNG then the fuel economy might be fine . but on petrol its not good . fuel mileage on petrol sucks and it should the car technology is 25+ years old. mehran is a shit and people are paying for this shit. so it seems that the problem is not with pak suzuki the problem is with our nation as we don't have any brains left.
",0,0,0,0,1
985, Suzuki Swift DLX 1.3,3," Oct 20, 2011","
Just bought silver DLX , So far enjoying its drive. Nice quite cabin , smooth ride , good road grip even with stock tires, Breaks felt slow in operating  , fuel economy is great am getting over 13 km average with AC in city drive.I felt difference of drive if i drive any Honda city it doesn't take too much time to get adjusted in visuals and cabin environment , but it took me some time to adjust with this cars drive.Overall a pleasure to drive ride with good acceleration and having all the options in cost.
",4,4,3,3,4
986, Suzuki Liana,2," Oct 05, 2011","
i would have fallen in love with it but looks like my car is in love with the mechanic i have this problem with missing at low gear only in CNG and i have tried every thingtuned itchange the spark plugcleaned the throtteland stuff like thatit just wil not go away and this problem has really created a lot of problem for liana reputationthis problem may just flopp this car
",2,3,3,2,4
987, Suzuki Alto VXR (CNG),3," Sep 30, 2011","

It is the pioneer in sense that it is the only and only 1000 cc carburetor car at this time in the world.It has SJ-410 970 cc 4 cylinder carburated Engine. This engine was made by suzuki Japan in 1985 for Suzuki Jeeps and was used by paksuzuki for potohar jeep (The only discontinued model of Paksuzuki otherwise they never discontinue any vehicle like Mehran).This engine is fitted with a 5 speed gear box which is designed in such a way that its lower gear ratios are very close to each other because it was intended to be used in Jeep. However, when paksuzuki discontinued Potohar jeep they started to fit this engine in Alto. The body shape of this car is also running in some countries like Saudi Arabia etc., but not with this engine. Also this car in those countries has  not permission to come on motorways.It is due to this reason that some people observe and say that alto engine in very powerful and it climbs mountains with ease. It is true that it climbs mountains easily, even easier than cultus, but its power is same as that of cultus. it is just because of gear ratios. i would not mind if Napak Suzuki Motor Company fits jeep engine in  car, but at least they should have evaluated some dynamics. Since this engine is not for car. Due to misfit engine this car has it center of gravity near its center (which should be near front wheels) so turning this car at high speed results in swing around center and loss of control or turn over of car upside down. Therefore this car is higly unstable on road at speeds above 90 km/hr. In this respect it is even worse than Mehran.you can say it FALTO.handling and drive of this car is good, but keep in mind it is not safe at high speeds. Brakes of this car are good. But if you replace its stock tires otherwise paksuzuki install 145mm tread tires which have no surface area to grip the road. AC is good when the car is running at high speedsEngine does not become very hot or hard with AC, but cooling of AC is a problem. only front two passengers can travel in city with AC. It has no RPM meter. It fuel economy at CNG is good and at petrol approximately 12-16 km/l. Door trim of this car are very good made up of entire moulding with plastic which even suzuki is not offering in cultus.Ac knobs are rotary type which look good like sedan cars.Seats are not comfortable but not roasting like seats of Mehran.Inside space is insufficient especially for rear passengers. Body is good looking and compared to all other small cars of paksuzuki it is good value for money.
 

                More
                
 
                Less
                
 
",2,2,3,1,3
988, Suzuki Cultus VXRi (CNG),3," Sep 23, 2011","
its a nice car. its drive is quite comfortable specially its 1.0 l tr EFI engine, i am also satisfied with its sound system and a/c. but on the other side i have to admit that its interior is quite boring and old fashion suzuki required some major changes in its interior seats and door trims fabric is batter than before but the roof lining and materiel is the worse thing i have ever see in car which cost me after reg. Rs.950000/-     
",4,3,4,3,5
989, Suzuki Liana RXi,4," Sep 21, 2011","
i have heard that liana is not a good car overall from mechanics and did not tried myself a single drive of liana. but one month ago i have purchased liana rxi 2007 model and not i have reached to conclusion that it is much luxurious than corolla and honda city 2006 or 2007 model. because of smooth drive, good handling, good brakes. solid body, stylish interior and better engine power.
",4,5,5,5,4
990, Suzuki Swift DLX 1.3,4," Sep 13, 2011","

Bought a silver Dlx yesterday and i must say, Paksuzuki has done a great job to ensure good quality.  The driving pleasue is immense. A noise-free cabin, good road grip, excellent pick-up, good handling and comfortable seating makes swift an instant hit as far as i am concerned. Can't say much about the fuel economy as yet. The braking isn't as good as as i was hoping. I have a 09 city and a 10 corolla gli  but with both the cars lacking alloy wheels, Japanese tires, key-less entry, fog lamps and a quality cd/mp3 players, Swift is a clear winner if storage space and large seating room is not a problem!
 

                More
                
 
                Less
                
 
",4,4,4,5,4
991, Suzuki Swift DLX 1.3,1," Sep 11, 2011","

The story narrated by ahmedhassan1 seems to be a dream or fantasy as it is absolutely impossible to drive 700+ km in only 42 litres and that too with AC. hmhmhmh. Average consumption cannot be more than 6-8 km per litre with ac at the most. As far as shape is concerned, it is not attractive. Rear side is made in such a way that it gives look of a frog. Secondly, it is not load bearing. Means if four normal person sit in it, the body almost starts touching the rear wheel. No room for luggage. If a CNG cylinder is installed, then 3-4k will have to be spent on suspension to support the weight.  Vitz is much better being Japanese assembled.          
 

                More
                
 
                Less
                
 
",1,1,1,1,1
992, Suzuki Swift DX 1.3,5," Sep 10, 2011","

If you are looking for luxury in a small package, this car is for you.Engine size is large and power to weight ratio is excellent. That is why even in Lahore heat and humidity, the AC cooling remains effective and pick is not affected by AC.Small goodies that add up to a lot include japanese tyres, jvc cd player, cup-holders, central locking, electronic keys (ignition impossible without original keys), powerful blower in the AC, good-sized boot (one standard size luggage item can stand in the same space, comparable to what you are left with if you install CNG in a city)Fuel economy is excellent. With a mix of motorway driving (120 constant, overtaking >130) and city driving, I am getting over 13kms on a litre. No vibrations in cabin etc till 150km/hr.Excellent value for money considering that for a similar price you only get a refurbished vitz with 300cc less engine or a 2 year driven city, which will start mechanical trouble in an year of use.
 

                More
                
 
                Less
                
 
",4,4,5,4,5
993, Suzuki Liana RXi,3," Sep 08, 2011","
I purchased used Liana 2008 model around 2 months back. i was very much confused like others to buy Liana because of low sale . But now i am confident to say that i made aright decision. Petrol average is excellent therefore most of the time i use to drive on petrol rather on CNG. The only problem that i faced is CNG injectors that turned out of order and were costly. Therefore i install normal EFI kit @12k without disturbing its original kit. 
",3,4,4,5,5
994, Suzuki Swift DLX 1.3,5," Sep 07, 2011","

I have bought Suzuki Swift two days ago. It is really challenging honda or toyota in 1.3 if trunk is not issue. It brings up the image of suzuki worldwide. It won car of the year award in nineteenth countries around the globe. I like this car very much because of its sporty,aggressive and graceful bodyshape. Assembling is of japanese standard not of local suzuki. It is spacious and powerful enough to take on long route. Suzuki should bring more variety like SX4 1.6 Grand Vitara XL-7 V6 and  Kizashi 2.4 to have a respectable place in the market against the competitors.
 

                More
                
 
                Less
                
 
",5,5,5,5,5
995, Suzuki Alto,5," Sep 06, 2011","

Hi Guys,I purchased Alto VXR cng in Aug 2010, now its one year completed. I drove it 26000 kms so far, was just only changing oil and filter. I am not saying teh car is immaculate but one has to see the over all raise in price for all the cars in Pakistan. Santro is not cheaper, neither the Cuore so over all you actually do not get the value for money but what options you are left with? its the cheapest amongst others with AC in it which is quote comfortable.I changed tires and installed Dunlop ECO, installed security system and seat covers, floor mats etc. Its reliable and never had any problem ALHAMDOLILLAH in long run. I took it to 150 Kms my self and though the engine was noisy but the drive was not like dangerous. Yes the breaking system is not that good, its average. Car do not have heating problem, until unless you fill the water bottle up to the mark full. Fuel consumption is not good but in CNG it goes to 250 kms in one full cylinder without ac, with ac its 150kms in local and 200 kms in long run. Gear conversion was tight but Suzuki dealer changes the gear oil at first 1000 kms free tuning, its better now. Engine is noisy because it has Potohar jeep's engine, but its more powerful on when you are driving it on mountains. Suzuki's over all quality assurance is worst so we can not say any of their model specifically is bad, what we get in cultus liana ? same door opening and closing issues - just an example. Car suspension is good enough and does not cause any noise if you drive it calmly in off road. We are left with no option if we have to buy a reliable family car which do not cause problem in long run, we have to buy mehran or alto, those who suggest to but second hand corolla or honda, do keep in mind that still they are second hand car and you can not rely on them when you are on motorway and surely do not like to face any technical issue with the car.For people who are planning to buy zero meter, I would suggest you either put some more money and buy some more luxurious car like Honda/  Corolla or buy this Alto VXR cng and do the following things.1. It will take long self because be default the tepats are tights, do not ask any mechanic to fix it, wait till 1st 1000 kms, than go for the dealer from where you have bought this car and they will adjust the tapets, starting will get superb undoubtedly.2. Do the cng setting and convert to cng after driving 1000 kms first on petrol.3. Ask the service manager to change or check gear oil so gear conversion gets soft.4. Change tires, general tires sucks and also harms the suspension as they are very hard. Go for Japenese Dunlop (suggested)5. Do the balancing and wheel alignment.6. Do not over fill the water bottle, my car only reduces 2% water from the bottle, DO NOT OVER FILL THE BOTTLE, keep it up to the mark - FULL.7. Change oil and filter every 4,000 kms either Zic or Caltex havoline, or shell.8. While washing, put plastic on the distributor to avoid any starting problem.9. Avoid taking it to the mechanic for pick or cng consumption, let the car settle down for 10,000 KMs, sometimes its cng quality which causes car do have the require pick up. (I did two tunings till 26,000 KMs.)10. If you need any more information, contact me on my email - [email protected]Thanks!
 

                More
                
 
                Less
                
 
",5,4,5,3,4
996, Suzuki Alto VXR (CNG),4," Sep 01, 2011","

we have owned an alto vxr 2007 since we bought it new in august 2007. i must say car is great on cng.it gives better mileage as per km/kg on cng on our mehran which was also boght brand new. both cars are serviced at regular intervals with good zic A+ n guard filters at 5k kms. alto is a tonnes times better than the mehran and in erms of mehran its value for money. i.e back then we bought it for 507,000 n the mehran was a mere 1 lac cheaper. suspension is good n srt of corollaish. its a great car in its category for use in Pakistan. done almost 67000 kms fault free. gives excellent fuel economyon cng. has given me over 240 KMs on a tank full many a times without AC on long routes despite having 165 yokohamas(707 which are great n replaced with the same tyre at 58000) costs between 2-3 Rs / KM nowadays with AC n mixed locak n highway driving. rear  headlights are expensive and so are the engine parts. but aval of cheaper chinese parts does the job. itts my daily ride n love her to bits. the pickis great. the key to the great performance is regular maintenance of the car n using quality engine oil n filters at regulatr interval with period maint done on time. the worst part is its fuel economy on petrol which is worst than my 1,8 civic prosmatec.overall i give it a 7/10!!!
 

                More
                
 
                Less
                
 
",3,3,4,3,5
997, Suzuki Alto VXR (CNG),3," Aug 30, 2011","
i have a 2005 model VXR. it's economical and quite nice car. it has fuel economy on CNG, and it gave me almost 120kms. i loved this car overall. its a great pack of luxury, comfort, safety. i would give it 6/10 and it still needs improvement in quality, durability. 
",4,3,3,3,3
998, Suzuki Alto VXR (CNG),1," Aug 30, 2011","
What the hell???? I think Pak Suzuki has gone mad, Its a stupid car in 750 thousands. I would prefer a used toyota corolla or honda civic instead of new suzuki alto or even liana.Suzuki should review their price list again. Other than companies one will never buy a 8 lac(in total) suzuki alto.
",1,2,2,0,3
999, Suzuki Alto VXR (CNG),1," Aug 21, 2011","
This is really a joke for me that alto going at a price of 750 even without registration and without all those matts and other things that are included in a normal car.I had been using Mehran and you really have to be carefull in order to keep it in good condition..it is such a abnormal rate by an abnormal company suzuki..
",2,1,1,1,2
1000, Suzuki Mehran VX (CNG),3," Aug 17, 2011","
a cheap economical easy maintainable car that goes anywhere where a jeep can go/no need to fear from the nasty speed breakers and horrible pakistani khaddas/thanks to extreme ground clearance/cng is fitted very elaborately/in this expensive era gives u very affordable mileage
",4,3,4,5,5
1001, Suzuki Alto VXR (CNG),1," Aug 09, 2011","
Good to fool pakistanis and its over priced having no safety for passengers and no abs no defroster and poor suspension and weak steering box poor gear knob which is very hard in shifting too poor ac and you cant do work in engine bay easily its very compact . spped is only 110 in cng and eats alot of petrol gies 11kpl in long and 7 in local and gives 120 in local wd ac and 180 in long and its parts are expensive one headlight is for 4800rs and rare seats are very uncomfortable and its stupny also is an issue to take out 
",1,1,1,3,2
1002, Suzuki Alto VXR (CNG),4," Aug 07, 2011","

Hi guys,talking abt the new baby in town with better looks and eco. well to the best ov my knowledge this car is luxury in small package though its got some problems in tht like suspension is more then ok but not the best and also the fuel consumption is below average as far as CNG is concern its awesome.well talkin abt the road grip its not bad feels good to me i drove it to 125 and applied full brakes was abt to get out ov control but with the soft foot it was easy as to ride a horse :).overall complete package in a lil bit high cost.the AC is far better then cultus and cuore to me.my opinion to all go for the ALTO as i was also not in the favor ov this car but when i drove it it feels like traveling on a HC on a rough water :Pmy recommendation is to BUY. 
 

                More
                
 
                Less
                
 
",4,3,4,4,4
1003, Suzuki Cultus VXRi (CNG),3," Aug 06, 2011","
BRIEF DISCUSSION ON THIS CAR IS THAT THE PRICE IS TOOO MUCH HIGH AS CAMPARE TO FACILITIES.ENGINE SOUND IS CHANGED ON EVERY TUNNINGPICK IS NORMAL ON CNG AS COMPARE TO PETROL ITS BESTMY ADVISE TO PURCHASE LIANA INSTEAD OF CULTUSAPPROX SAME PRICE OF LIANA AND CULTUS WHILE PURCHASING SECOND HAND
",1,3,3,1,3
1004, Suzuki Cultus VXRi (CNG),5," Aug 03, 2011","
IT'S  NICE CAR AND I HAVE IT I ENJOY WITH MY SWEET CAR THANKS 4 SUZUKII HAVE SUZUKI CULTUS VXR EFI SO SWEET AND NICE CAR EM GOING DAILY  OFFICE AND THEN BACK HOME I HAVE NO MONY PLESE GIVE ME A ONE CANCE AI THE SUZUKI MY BORTHER HAVE A ONE BIGE BALIY KDDK
",5,5,5,5,5
1005, Suzuki Swift DLX 1.3,5," Jul 27, 2011","
suzuki is not known for producing good cars. but swift just amazed me. i think it is one of the best cars pak suzuki has produced. they should bring more cars like swift in pakistan.first i thought it was overpriced for a hatchback . but similar hatchbacks like vitz with 1000cc engine and not even 0 meter cars are more expensive then this. it only needs back viper and air bags to take the lead from vitz, everything else is great.pak suzuki should introduce an automatic transmission version as well.
",5,5,5,4,4
1006, Suzuki Mehran VXR (CNG),1," Jul 26, 2011","
If you are buying a new one ...you got be just looking for economy............do not ask for anything else............its too expensive for what it is.........the price is only an indicator of the demand due to cheap maintenance. My experience is just economy nothing else.
",1,1,3,1,5
1007, Suzuki Cultus VXRi,3," Jul 23, 2011","
Well it is just loss of money,has no features like power windows,power steering e.t.c and still costs more than 850k.instead you can buy many cars much better than this crap,it has no abs,nor airbags,well in simple words u can say that its not a value for money....
",2,2,1,1,4
1008, Suzuki Mehran VXR,1," Jul 23, 2011","
MEHRAN+VXR ALTO = BARBADI WAIST OF LIFE THIS CAR ONLY SUITES ILTAF HUSSAIN AND ZARDARI. PAKISTAN ZINDABAD.SO WHEN U SIT IN THIS CAR JUST AFTER 20 KILOMETERS U WILL FEEL U HAD A JOURNEY OF 1000 KMS SO MUCH BUMPY JERKY AND LOOK AT ITS PRICE THINK IN OPTIONS THIS 1 FACILITY AC SHOULD BE ALSO REMOVED. BAQI HAI KYA ISMAI QEEMAT DHAIKO.
",1,1,1,1,2
1009, Suzuki Mehran VX (CNG),1," Jul 18, 2011","
This car is extremely pathetic in built quality. I own a brand new mehran and i never felt driving a brand new car. One would be extremely lucky to buy a new mehran without any manufacturing defects.Pak Suzuki has been making this car for more than two decades and they have never improved it a bit. Rather mehrans from early 90's have better body strength with all rubber and plastic parts were far better before. No improvement at all in brakes, engine technology, seating and drive comforts
",1,1,1,4,3
1010, Suzuki Alto VXR (CNG),5," Jul 01, 2011","

i drive Suzuki mehran for 15 years now i  want to change this because of its ac and other things. i still want small car like mehran because of huge trafice of Lahore i survey on snatro cultus cpure. but i   buy APL 2011alto its features are so good. 1.super cool ac. 2.not power but nice and light starring. 3.Good breaks. 4.nice and solid interior.5.power full engin.6.nice deck and front speakers not need for extra rear speakers. 7.nice and smooth drive. 8.not very heavy on cng like mehran.its my opinion that its nice and good economical car on cng.  i want to   buy santro but i think that alto is more better than santo club gv or executive because they have closed. in small car its best. on the other hand price difference is short between . but in quality huge difference. i am very satisfied with my car small comfortable ac its a very trust able care for me/ 
 

                More
                
 
                Less
                
 
",5,5,5,3,3
1011, Suzuki APV GLX (CNG),4," Jun 27, 2011","
its is expensive due to pak suzuki import it.it is not pak made like others.all pak suzuki cars donot have quality but apv and jimmny are quality cars.its air conditioner(AC) is amazing not like suzuki daba<<<<<<<<<<<<<<<>>>>>>>>>>>>>>>>>>
",4,5,5,5,5
1012, Suzuki Cultus VXRi (CNG),1," Jun 27, 2011","
piece of junk ... people here are stupid enuff to pay a million for this junk... suzuki shud stop making these junk cars for pakistan .. its been ages since they have made any changes to mehran or cultus .. i think Suzuki should stop making these two cars or come up with new models worth spending a million . 
",1,1,1,1,1
1013, Suzuki Cultus VXRi (CNG),4," Jun 26, 2011","
its a very economical car no doubt .the price is high but if u  compare the price with other cars than it dont looks so outa limits..a new alto costs 8 lakhs so if a cultus is f0r 9 .50 than i guess its reasonable..virtz is an excellent car in this range but its hard to fullfill the fuel requirements of vitz..
",4,5,3,5,5
1014, Suzuki Cultus VXRi (CNG),1," Jun 25, 2011","
This car is flop because suzuki made it in brazil for chevrolet and gmc but the quality was soo downscale that it was flop so gmc n chevrolet cancelled it..anyone can review it on wikipedia for further details..Suzuki is the flop all over the world and it gets profit in Pakistan beacuse peaole here doest know anything about safety and government also has no rule on it.This company is totally making third class cars. Like all other models it is also a huge hude flop.
",1,1,1,1,1
1015, Suzuki Cultus VXRi (CNG),2," Jun 16, 2011","
I advise to all cultus lover, its better to purchase other car to increase a little bit you budget.. such as swift liyana or city or if you have limited budget than better to purchase old models these cars.in cultus the only style is good except all remaining things are very bad.
",3,2,2,1,2
1016, Suzuki Alto,1," Jun 16, 2011","

hi guys. i was often driving coure as our company gives it to all manager. i was purchase 2005 model alto because i confuse about the interior of coure. while in comparison with alto it interior is little better to coure. but unfortunately i book alto without driving test. you can believe when first time i drive this car for show room to home. i feel that i am baldy fool of the world.following are the main difference.1- gear liver has too much play.2- pickup is very bad3- stearing is to hard4- space is very bad specially in front sets. if your height is more than 5feet 6inch, driving of alto is damp.5- ac is not much efficient.6- rood grip is not good.overall it is the bad car in Pakistan.
 

                More
                
 
                Less
                
 
",1,1,1,1,1
1017, Suzuki Swift,2," Jun 16, 2011","
first of all people shold not compare it with xli/city becoz they are better as space,drive and other aspects are concerned...why price of xli is 3lacs above and still it does not have power windows,central locking and abs.. and wise people get corolla not swift.its sucks from xli in many ways...1.its doors doesnt close like xli2.xli is too spacious3.xli dashboard is much better4/the front portion of xli has much better appearence than swiftand drive of xli is comparable to civic
",2,2,5,2,1
1018, Suzuki Mehran VXR (CNG),1," Jun 15, 2011","
Suzuki Mehran, is highly over priced car. The cost to product value is way too high. For almost 6 lakhs you get a car which doesnot even have de-fogger. you cannot rely on the breaks and there is no comfort if you ride in the back seat of the car. I hope that some day people in my country doesnot buy cars for their resale value but for their quality.But if you are looking to sell your car before you even buy it, or you are looking for fuel economy then mehran is a good choice. even better.
",1,1,1,4,4
1019, Suzuki Cultus VXRi (CNG),2," Jun 05, 2011","

buying cultus worth a million is like buying cart worth a million....  :-Dvery very very highly priced car....irritating noises from every corner...stupid ,dumbest new rear lights....although AC works at its best but the car loses its power no acceleration at all....it is comfortable but noises make u angry...and u keep finding them all day and end in misery... :-(engine is fine not that much power but needs very less maintenance and a bit noisy....good mileage on CNG....overall 6/10....who says parts are cheap....get into an accident and then start paying the bills...  :-D
 

                More
                
 
                Less
                
 
",3,2,3,1,4
1020, Suzuki Cultus VXRi (CNG),2," Jun 05, 2011","
I have drive this car. the old version i.e. 2005 and then 2010. i think the Pak Suzuki has start  kidding with their costumers. Almost one Million for dam 1000cc, are you kidding in this price you can easily find a well maintained Corolla or City i.e. 1300cc and there is no comparesion between these three cars. Please Pak Suzuki give some value to the money we are paying to you  
",2,4,3,1,2
1021, Suzuki Cultus VXRi (CNG),3," Jun 04, 2011","
I totally agree with loveadnan it shouldnt cost more than Rs. 6 lacs. even the rear lights are not good to be added to a car worth almost a million rupees. The shape is way too old it has got to be changed. i dont know why our countrymen kept on buying this old shape car for a million rupee.
",3,2,3,1,3
1022, Suzuki Cultus VXRi (CNG),2," Jun 04, 2011","
For heavens sake change the shape our eyes are all ripen seeing the 2 decades old shape the new model has got all pathetic rear lights looks like crafted at a Laaloo Kheth plastic molding plant much much much highly priced it shouldnt cost more than 600,000/-
",1,2,2,1,3
1023, Suzuki Swift DX 1.3,3," May 30, 2011","
it is a good car but it can not be perfect until it will have automatic gear and cuore can beat it coz cuore is now coming in auto gear..........................................................................................................................................................
",4,3,3,3,3
1024, Suzuki Liana RXi,1," May 30, 2011","
1. You feel lots of air pressure on wind screen on a highway, 2. Above 100 it will start getting out of control, you have to be very careful on road curves3. Bad brakes4. No Air bags5. Its a safety hazard6. Nothing impressive in interior7. Exterior is worst than interiorDon't buy it if u care for your family. buy a Nissan or Lancer 2008 they have air bags with almost same price.
",1,2,3,3,4
1025, Suzuki Liana RXi,5," May 27, 2011","
It was hard to decide to purchase this wounder full car ,due to comments from the market . I was used to change my cars ver frequent, but the day I bought this one has change my mind, its comfort as well as durability. I must advise to all friends who had Liana, please don't wash engine, you will face no trouble with this car. Its really excelent and much much comfortable to ride. I don't understand the people who said this is not good by mechanically or have no Resale. LOVE YOU LIANA!!!!!!!!!!....... 
",5,5,5,5,5
1026, Suzuki Cultus VXRi (CNG),4," May 19, 2011","
I am driving Suzuki Cultus 2008 VXR CNG Efi model, i am not satisfied by car engine, which is a copy of Baleno Engine, my cultus have problems regarding Amulator or advancer attached which was removed by 3 S car workshop. Fuel Economy is satisfactory but car brakes very unreliable, Road grip enhanced as i changed tyres ang alloy rims...Santro much better than Cultus in my opinion, but parts very expensive.
",5,3,2,3,3
1027, Suzuki Swift DX 1.3,5," May 18, 2011","
What a car. Suzuki has made a successful effort to address all the complaints against suzuki. I think, it has drowned Cultus and Liana. Ideal for a small family, I mean 3 members family. What a pick. I was shocket to see the stylish extendable diggi. Price is not at all high if we compare with old, coughing Cultus and CHIBBER looking Liana. Its AC is sooooo chilling. I beat new GLI and City on motorway yesterday. Better look than Vitz even My strongest recommendations to all YOUNG ppl.
",5,5,5,5,5
1028, Suzuki Jimny JLX,2," May 16, 2011","
Jimny is really expensive. Its way better than the veteran SJ410 when we talk about comfort in specific, and offroad capabilities in general. Dam 1.9 mill for a chooza size jeep. Should it be within a mill for new, would really have been a blast !!!!!!  
",2,3,4,1,3
1029, Suzuki Jimny JLX,2," May 15, 2011","
Why does a Suzuki Jimny cost 1.8 million rupees ? What does this car have ? No ABS , no air bags no nothing . before buying it keep in mind that this shape was launched in Japanese markets in 1998-9 isnt it better to buy a Toyota Corolla Altis or Honda Civic
",0,0,0,0,0
1030, Suzuki Alto VXR (CNG),4," May 01, 2011","

I have owned the Alto VXR 2005 for the last six years. Soon after buying it i had the tyres renewed to dunlop. changed the upholstry, installed central locking and power windows, changed the music system. Since then i have been using the car for all of my driving needs including 5 round road trips from karachi to lahore and islamabad. having driven it for 80,000 km in six years still it sounds and runs like new. Points to consider are routine maintenance like changing the oil for sump and gear. cleaning of radiator vanes and ac filters. AC service every year. battery renewal every two years. tappet adjustment every 3000 km. stuff like that. The road grip is excellent at very high speeds, the turning radius is marvellous and the comfort level is pleasent for a hatchback. I would suggest alto for every person who wants value for money.
 

                More
                
 
                Less
                
 
",3,3,4,5,4
1031, Suzuki Cultus VXRi (CNG),3," Apr 30, 2011","
a car is gud in its style but i think that we r not paying a right money for that car......a new back lights are totally like PATHAN touch......after a year this car doing pimping lyk bus.......doors are very hard to close...........i think that gud decision is to buy a car in that money we should go and buy a santro car.........
",5,4,4,1,3
1032, Suzuki Cultus VXRi (CNG),4," Apr 26, 2011","

The Suzuki Cultus is a supermini first obtainable at the 25th Tokyo Motor Show, formally introduce to the Japanese domestic market in 1983 and finally artificial in seven country across three generation and marketed universal under more than a dozen nameplates  highly as the Suzuki Swift, Geo Metro and Chevrolet Metro. Offered crossways its natural life in four body style variation with engines from the Suzuki G engine family, the Cultus remains in production in Pakistan. The name Cultus derive from the Latin cultus, sense ""care"" or ""love.""642-437 Testking
 

                More
                
 
                Less
                
 
",5,4,4,5,3
1033, Suzuki Cultus VXRi (CNG),3," Apr 20, 2011","
i think cultus is a good car over all...but its abit over priced. Braking, road grip and handling are excellent but performance of this car on AC is not satisfactory, and if u ppl think that its such a crap then why are ppl still buying it in bundles....one of the biggest highlights of this car are spares and resale...built quality of the car is totally reckless ur car start giving irritating sounds(khar khar) after a month or so..... 
",3,3,3,1,4
1034, Suzuki Cultus VXRi (CNG),0," Apr 15, 2011","
I will used khyber 10 years i will enjoy this car khyber but i will go to aboard and come to pakistan then buy cultus i will used this car 2years only i will very disppointed becoz this car spare part is totally new cultus used i will buy 2007 old model 1week later cultus new model is come then my car bumper is loss then i will go to market buy a bumper i will cannot find old model bumper becoz this cultus is looking good but bad position i my idea is khyber is the best car then cultus all people do u see then say khyber is old but gold  byE
",0,0,0,0,0
1035, Suzuki Cultus VXRi (CNG),4," Apr 15, 2011","
hu says that cultus is not gud it is veru gud car i m also a user of cultus i have cultus 2009(VXRI) i have droven it to 170kmh infact khayber is not better then cultus it doesnt have looks and old fashioned car cultus has looks,body and new fashioned car
",4,5,5,5,5
1036, Suzuki APV GLX (CNG),2," Apr 13, 2011","
Suzuki Apv is a nice driven van but price is to much as compere to local marcket, i donot know that why Suzuki makes pak people foolish.I donont comment on its performance........................................................................................................................................................................................................................................................................................................
",1,0,0,0,0
